source_page,category,item_name,description,price
drinks,Drinks,,"A sweet, cool and tropical delight comprising of fresh pineapple juice and mint leaves",
drinks,Drinks,,"Green Detox 20 Detoxify with this nutrient-filled smoothie comprising of avocado, bananas, mangoes, celery and spinach with an addition of vanilla ice cream",
drinks,Drinks,,"Detoxify with this nutrient-filled smoothie comprising of avocado, bananas, mangoes, celery and spinach with an addition of vanilla ice cream",
drinks,Drinks,,Slippery Nipple 10,
drinks,Drinks,,Beefeater Original/Pink Single - 6 / Double - 11 / Bottle - 150,
drinks,Drinks,,Bombay Sapphire Single - 12 / Double - 22 / Bottle - 250,
drinks,Drinks,,Gordon's Original/Pink Single - 6 / Double - 11 / Bottle - 150,
drinks,Drinks,,Hendrick's Original Single - 19 / Double - 30 / Bottle - 450,
drinks,Drinks,,Tanqueray London Dry Single - 8 / Double - 15 / Bottle - 250,
drinks,Drinks,,Tanqueray No. 10 Single - 12 / Double - 20 / Bottle - 360,
drinks,Drinks,,Uganda Waragi Single - 6 / Double - 10 / Bottle - 100 Original/Pineapple/Coconut/Lemon & Ginger,
drinks,Drinks,,Original/Pineapple/Coconut/Lemon & Ginger,
drinks,Drinks,,Malfy Originale/Limone/Rosa Single - 9 / Double - 16 / Bottle - 260,
drinks,Drinks,,Tanqueray Flor de Sevilla Single - 8 / Double - 15 / Bottle - 250,
drinks,Drinks,,Captain Morgan Spiced/Dark Single - 7 / Double - 12 / Bottle - 150,
drinks,Drinks,,Havana Club Añejo 3 Años Single - 6 / Double - 10 / Bottle - 130,
drinks,Drinks,,Malibu Original Single - 7 / Double - 12 / Bottle - 160,
drinks,Drinks,,Barcadi White Single - 8 / Double - 12 / Bottle - 190,
drinks,Drinks,,Absolut Single - 8 / Double - 11 / Bottle - 170 Absolut Original/Raspberri/Mango,
drinks,Drinks,,Absolut Original/Raspberri/Mango,
drinks,Drinks,,Cîroc Single - 12 / Double - 22 / Bottle - 420 Cîroc Original/French Vanilla/Green Apple,
drinks,Drinks,,Cîroc Original/French Vanilla/Green Apple,
drinks,Drinks,,Cîroc Pineapple Single - 11 / Double - 20 / Bottle - 350,
drinks,Drinks,,Smirnoff No. 21 Classic Single - 6 / Double - 9 / Bottle - 150,
drinks,Drinks,,Grey Goose Original Single - 14 / Double - 24 / Bottle - 460,
drinks,Drinks,,Stolichnaya Original Single - 9 / Double - 14 / Bottle - 195,
drinks,Drinks,,Skyy Passionfruit/Raspberry Single - 7 / Double - 10 / Bottle - 130,
drinks,Drinks,,Courvoisier VS Single - 16 / Double - 29 / Bottle - 400,
drinks,Drinks,,Courvoisier VSOP Single - 20 / Double - 35 / Bottle - 500,
drinks,Drinks,,Hennessy VS Single - 22 / Double - 40 / Bottle - 550,
drinks,Drinks,,Hennessy VSOP Single - 26 / Double - 48 / Bottle - 700,
drinks,Drinks,,Martell VS Single - 16 / Double - 26 / Bottle - 360,
drinks,Drinks,,Rémy Martin VSOP Single - 19 / Double - 32 / Bottle - 500,
drinks,Drinks,,KWV 5 Years Single - 7 / Double - 13 / Bottle - 180,
drinks,Drinks,,Martini Rosso/ Bianco Single - 7,
drinks,Drinks,,Olmeca Silver/Gold/Dark Chocolate Single - 9 / Bottle - 250,
drinks,Drinks,,Patrón Reposado/ XO Café Single - 16 / Bottle - 480,
drinks,Drinks,,el Jimador Silver/Gold Single - 9 / Bottle - 240,
drinks,Drinks,,Chivas Regal 12 Years Single - 12 / Double - 32 / Bottle - 350,
drinks,Drinks,,Chivas Regal 18 Years Single - 19 / Double - 36 / Bottle - 600,
drinks,Drinks,,Johnnie Walker Black Label 12 Years Single - 12 / Double - 20 / Bottle - 340,
drinks,Drinks,,Johnnie Walker Blue Label Single - 60 / Double - 100 / Bottle - 1500,
drinks,Drinks,,Johnnie Walker Double Black Single - 14 / Double - 24 / Bottle - 390,
drinks,Drinks,,Johnnie Walker Gold Label Reserve Single - 20 / Double - 37 / Bottle - 480,
drinks,Drinks,,Johnnie Walker Green Label Single - 20 / Double - 38 / Bottle - 490,
drinks,Drinks,,Johnnie Walker Aged 18 Years Single - 26 / Double - 50 / Bottle - 760,
drinks,Drinks,,Aberlour 12 Years Single - 14 / Double - 24 / Bottle - 320,
drinks,Drinks,,Clynelish 14 Year Old Single - 15 / Double - 28 / Bottle - 360,
drinks,Drinks,,Glenfiddich 12 Years Single - 20 / Double - 38 / Bottle - 450,
drinks,Drinks,,Glenfiddich 15 Years Single - 26 / Double - 46 / Bottle - 660,
drinks,Drinks,,Glenfiddich 18 Years Single - 30 / Double - 54 / Bottle - 800,
drinks,Drinks,,Glenfiddich 21 Years Single - 80 / Double - 150 / Bottle - 1800,
drinks,Drinks,,Glenlivet 15 Years Single - 28 / Double - 52 / Bottle - 700,
drinks,Drinks,,Glenlivet Founders Reserve Single - 15 / Double - 28 / Bottle - 480,
drinks,Drinks,,Glenmorangie Original Single - 19 / Double - 34 / Bottle - 580,
drinks,Drinks,,Singleton 12 Years Single - 14 / Double - 26 / Bottle - 340,
drinks,Drinks,,Talisker 12 Year Old Single - 15 / Double - 26 / Bottle - 360,
drinks,Drinks,,Macallan 12 Years Single - 24 / Double - 46 / Bottle - 600,
drinks,Drinks,,Macallan 15 Years Single - 36 / Double - 70 / Bottle - 900,
drinks,Drinks,,Macallan 18 Years Single - 68 / Double - 130 / Bottle - 1900,
drinks,Drinks,,Jack Daniel's Old No.7 Single - 12 / Double - 22 / Bottle - 350,
drinks,Drinks,,Jim Beam Single - 9 / Double - 15 / Bottle - 240,
drinks,Drinks,,Jameson Single - 10 / Double - 18 / Bottle - 250,
drinks,Drinks,,Jameson Black Barrel Single - 12 / Double - 20 / Bottle - 310,
drinks,Drinks,,Amarula Single - 9,
drinks,Drinks,,Baileys Irish Cream Single - 10,
drinks,Drinks,,Cointreau Single - 10,
drinks,Drinks,,Disaronno Single - 9,
drinks,Drinks,,Tango Apple Sour Single - 10,
drinks,Drinks,,Jägermeister Single - 10,
drinks,Drinks,,Kahlúa Single - 8,
drinks,Drinks,,Aperol Single - 9,
drinks,Drinks,,Southern Comfort Original Single - 8,
drinks,Drinks,,Drambuie Single - 9,
drinks,Drinks,,"In case of any drinks allergies, please inform your server. All prices are in '000s Uganda Shillings and include Government taxes.",
wines,Wines,,Rooiberg Winery Chardonnay 20,
wines,Wines,,KWV Classic Collection Sauvignon Blanc 20,
wines,Wines,,Rooiberg Winery Blanc Natural Sweet 20,
wines,Wines,,Four Cousins Natural Sweet White 20,
wines,Wines,,Rooiberg Winery Cabernet Sauvignon 20,
wines,Wines,,KWV Classic Collection Shiraz 20,
wines,Wines,,Rooiberg Winery Red Natural Sweet 20,
wines,Wines,,Four Cousins Natural Sweet Red 20,
wines,Wines,,KWV Classic Collection Rosé 20,
wines,Wines,,"Rooiberg Winery Chardonnay (South Africa) 90 Vibrant and elegant with French, oak leaves. It reveals pear-drop aromas with fresh, apple and citrus notes plus lingering, buttery tones on the aftertaste",
wines,Wines,,"Vibrant and elegant with French, oak leaves. It reveals pear-drop aromas with fresh, apple and citrus notes plus lingering, buttery tones on the aftertaste",
wines,Wines,,Herxheim Am Berg Sauvignon Blanc Trocken (Germany) 135 Light-yellow with aromas of gooseberries and green peppers. Its lively acidity and a beautiful finish give it an elegance that comes to life with the aroma of cassis and pineapple,
wines,Wines,,Light-yellow with aromas of gooseberries and green peppers. Its lively acidity and a beautiful finish give it an elegance that comes to life with the aroma of cassis and pineapple,
wines,Wines,,Rooiberg Winery Blanc Natural Sweet (South Africa) 90 Elegant and full-bodied revealing tropical fruit and attractive whiffs of muscat flavours,
wines,Wines,,Elegant and full-bodied revealing tropical fruit and attractive whiffs of muscat flavours,
wines,Wines,,"Hill & Dale Sauvignon Blanc (South Africa) 105 Pale-yellow with greenish reflections enveloped by notes of freshly cut grass, gooseberry, melon and green pepper. Vibrant and soft with good acidity",
wines,Wines,,"Pale-yellow with greenish reflections enveloped by notes of freshly cut grass, gooseberry, melon and green pepper. Vibrant and soft with good acidity",
wines,Wines,,Herxheim Am Berg Secco Weiss (Germany) 140 Fresh with sparkling acidity and fine aromas of local fruit,
wines,Wines,,Fresh with sparkling acidity and fine aromas of local fruit,
wines,Wines,,KWV Classic Collection Sauvignon Blanc (South Africa) 90 Elegant and refreshing with citrus and floral aromas. The palate is soft and juicy with hints of lime and chalky minerality,
wines,Wines,,Elegant and refreshing with citrus and floral aromas. The palate is soft and juicy with hints of lime and chalky minerality,
wines,Wines,,"Zonin Pinot Grigio Friuli Aquileia (Italy) 105 Delicately fruity, relatively full and ample bouquet with an ensemble of aromas of great finesse. Lightly dry yet extremely fresh. Its pleasantly balanced and elegant structure makes it unusually refined",
wines,Wines,,"Delicately fruity, relatively full and ample bouquet with an ensemble of aromas of great finesse. Lightly dry yet extremely fresh. Its pleasantly balanced and elegant structure makes it unusually refined",
wines,Wines,,"Calvet Varietals Sauvignon Blanc (France) 100 An elegant, bright-yellow appearance with aromas of tropical lemon and grapefruit. The palate is excellently balanced with citrusy flavours",
wines,Wines,,"An elegant, bright-yellow appearance with aromas of tropical lemon and grapefruit. The palate is excellently balanced with citrusy flavours",
wines,Wines,,"Nederburg Chardonnay (South Africa) 105 Delightful aromas of lime, melon and vanilla opened onto a fresh, creamy palate with a touch of citrus and apricot. Pairs well with chicken or goat cheese",
wines,Wines,,"Delightful aromas of lime, melon and vanilla opened onto a fresh, creamy palate with a touch of citrus and apricot. Pairs well with chicken or goat cheese",
wines,Wines,,"Four Cousins Natural Sweet White (South Africa) 150 Fragrant and sunshine-coloured with a gentle, honeysuckle perfume. Flavours of luscious apricots, nougat and rich, tropical fruit salad are followed by a soft, lingering finish",
wines,Wines,,"Fragrant and sunshine-coloured with a gentle, honeysuckle perfume. Flavours of luscious apricots, nougat and rich, tropical fruit salad are followed by a soft, lingering finish",
wines,Wines,,"Zonin 20 Ventiterre Moscato (Italy) 120 A blend of floral, peach, grape and citrus aromas that are dry with a soft spritz",
wines,Wines,,"A blend of floral, peach, grape and citrus aromas that are dry with a soft spritz",
wines,Wines,,"Jacob's Creek Classic Chardonnay (Australia) 110 Medium-bodied with notes of melon, peach and citrus supported with toasted oak and textural creaminess",
wines,Wines,,"Medium-bodied with notes of melon, peach and citrus supported with toasted oak and textural creaminess",
wines,Wines,,"Landskroon Chardonnay (South Africa) 160 Packed with rich, lemony fruit and tropical flavours",
wines,Wines,,"Packed with rich, lemony fruit and tropical flavours",
wines,Wines,,"Simonsig Sunbird Sauvignon Blanc (South Africa) 120 A bright, clear colour with intense, tropical aromas. A flavourful palate showcases an array of tropical fruits, passion fruit and refreshing hints of lime. Excellent structure and depth of flavour is complimented by fresh acidity and a lingering aftertaste",
wines,Wines,,"A bright, clear colour with intense, tropical aromas. A flavourful palate showcases an array of tropical fruits, passion fruit and refreshing hints of lime. Excellent structure and depth of flavour is complimented by fresh acidity and a lingering aftertaste",
wines,Wines,,"Zonin Prosecco Cuvée 1821 (Italy) 140 Bright, pale-yellow with fruity aromas of wisteria flowers and Rennet apples. Very well-balanced and appealing with a delicate, almond note",
wines,Wines,,"Bright, pale-yellow with fruity aromas of wisteria flowers and Rennet apples. Very well-balanced and appealing with a delicate, almond note",
wines,Wines,,JP. Chenet Original Blanc De Blancs Brut/Ice Edition Mousseux Rosé (France) 110 Lovely aromas of white flowers and tropical fruit are complemented by notes of almonds and hazelnuts. Creamy and smooth on the attack; this wine has a fine yet supple texture,
wines,Wines,,Lovely aromas of white flowers and tropical fruit are complemented by notes of almonds and hazelnuts. Creamy and smooth on the attack; this wine has a fine yet supple texture,
wines,Wines,,"Signore Giuseppe Prosecco Rosé Extra Dry (Italy) 130 Pale-pink and shiny reflections with floral and fruity aromas of red berries. On the palate, white flowers and fresh fruits reveal balance, freshness and good volume",
wines,Wines,,"Pale-pink and shiny reflections with floral and fruity aromas of red berries. On the palate, white flowers and fresh fruits reveal balance, freshness and good volume",
wines,Wines,,"Duchessa Lia Fragolino/Fragolino Blanc/Fragolino Rosé (Italy) 110 An incredibly fruity taste on the palate with a light, velvety texture and an intense, strawberry aroma",
wines,Wines,,"An incredibly fruity taste on the palate with a light, velvety texture and an intense, strawberry aroma",
wines,Wines,,Luc Belaire Luxe (Rare)/Rosé (Rare) (France) 250 Refreshing and effortlessly elegant with aromas of fresh fruit. A rich and crisp taste with a lengthy finish,
wines,Wines,,Refreshing and effortlessly elegant with aromas of fresh fruit. A rich and crisp taste with a lengthy finish,
wines,Wines,,Jacob's Creek Brut Cuvée Chardonnay - Pinot Noir Sparkling (Australia) 120 Light and elegant; the palate highlights lemon and citrus fruit with a hint of biscuit finishing with a delicate and refreshing acid,
wines,Wines,,Light and elegant; the palate highlights lemon and citrus fruit with a hint of biscuit finishing with a delicate and refreshing acid,
wines,Wines,,"Calvet Celebration Brut Rosé (France) 130 Fine and elegant with notes of red berries and strawberry. Creamy palate, dominant, strawberry milk notes, floral notes on the finish with nice length",
wines,Wines,,"Fine and elegant with notes of red berries and strawberry. Creamy palate, dominant, strawberry milk notes, floral notes on the finish with nice length",
wines,Wines,,Moët and Chandon Imperial Brut Champagne (France) 480,
wines,Wines,,Veuve Clicquot Brut (Carte Jaune) Champagne (France) 580,
wines,Wines,,Dom Pérignon Brut Champagne (France) 1500,
wines,Wines,,"Alvi's Drift Merlot (South Africa) 130 A soft, juicy, generous, tannic taste with notes of ripe cherries and plums. Noble shades of chocolate and oak with a balanced acidity and a long, tart aftertaste",
wines,Wines,,"A soft, juicy, generous, tannic taste with notes of ripe cherries and plums. Noble shades of chocolate and oak with a balanced acidity and a long, tart aftertaste",
wines,Wines,,"Eikendal Cabernet Sauvignon (South Africa) 370 Whiffs of ripe berries, dark chocolate, spices and pencil shavings greet you on the nose. On the palate, silky tannins await, complemented by fruity, delicate oak flavours with a lingering aftertaste",
wines,Wines,,"Whiffs of ripe berries, dark chocolate, spices and pencil shavings greet you on the nose. On the palate, silky tannins await, complemented by fruity, delicate oak flavours with a lingering aftertaste",
wines,Wines,,Rooiberg Winery Cabernet Sauvignon (South Africa) 90 A medium-bodied wine offering a beautiful depth of character which will ensure successful bottle-ageing. Its colour is that of deep garnet and the nose full of berry-like flavours,
wines,Wines,,A medium-bodied wine offering a beautiful depth of character which will ensure successful bottle-ageing. Its colour is that of deep garnet and the nose full of berry-like flavours,
wines,Wines,,"Rooiberg Winery Red Natural Sweet (South Africa) 90 A delicious wine to sip on its own or to serve with strongly flavoured, wellmatured cheese",
wines,Wines,,"A delicious wine to sip on its own or to serve with strongly flavoured, wellmatured cheese",
wines,Wines,,"KWV Classic Collection Shiraz (South Africa) 100 A vibrant wine showing prominent fruit sweetness with aromas of mulberries, basil leaves and white pepper. Undertones of spearmint and vanilla are accompanied by a juicy midpalate with a well-integrated tannin structure",
wines,Wines,,"A vibrant wine showing prominent fruit sweetness with aromas of mulberries, basil leaves and white pepper. Undertones of spearmint and vanilla are accompanied by a juicy midpalate with a well-integrated tannin structure",
wines,Wines,,"Four Cousins Natural Sweet Red (South Africa) 150 A fragrant, ruby-red wine with soft, rose petal perfume. A soft, lingering finish follows flavours of ripe plums, strawberries and exotic spices",
wines,Wines,,"A fragrant, ruby-red wine with soft, rose petal perfume. A soft, lingering finish follows flavours of ripe plums, strawberries and exotic spices",
wines,Wines,,"Castello Di Albola Chianti Classico (Italy) 210 A fresh and refined Chianti classic with dried cherries, lemon rind and other citrus fruits; medium-bodied with a clean and bright finish",
wines,Wines,,"A fresh and refined Chianti classic with dried cherries, lemon rind and other citrus fruits; medium-bodied with a clean and bright finish",
wines,Wines,,"Zonin 20 Ventiterre Chianti (Italy) 110 A scent of cherries, violets and hints of spice. Flavour-fresh with a good body and agreeable tannins",
wines,Wines,,"A scent of cherries, violets and hints of spice. Flavour-fresh with a good body and agreeable tannins",
wines,Wines,,"Caro (Catena and Rothschild) Aruma Malbec (Argentina) 170 A deep, red colour with hints of violet and aromas of plump and red fruit. A fresh and elegant palate with a remarkable balance between tannins, acidity and alcohol. Long and delicate finish",
wines,Wines,,"A deep, red colour with hints of violet and aromas of plump and red fruit. A fresh and elegant palate with a remarkable balance between tannins, acidity and alcohol. Long and delicate finish",
wines,Wines,,"Nederburg The Winemaster's Pinotage (South Africa) 130 Generous-bodied, juicy and soft-textured with lovely notes of ripe plums and spice. Enjoyed with lamb or roast chicken or chocolate as an after-dinner treat",
wines,Wines,,"Generous-bodied, juicy and soft-textured with lovely notes of ripe plums and spice. Enjoyed with lamb or roast chicken or chocolate as an after-dinner treat",
wines,Wines,,"Jacob's Creek Double Barrel Shiraz (Australia) 210 The intense nose offers cedar, vanilla bean and buttered toast with notes of pecan nut. An attractive, savoury palate of blackberry and ripe plum with a lovely, soft finish",
wines,Wines,,"The intense nose offers cedar, vanilla bean and buttered toast with notes of pecan nut. An attractive, savoury palate of blackberry and ripe plum with a lovely, soft finish",
wines,Wines,,"Calvet Varietals Cabernet Sauvignon (France) 105 An intense, red to purple appearance with notes of spices that delights us with aromas of blackcurrants and green peppers. A fine, tannic body with notes of liquorice, persistence and a long taste",
wines,Wines,,"An intense, red to purple appearance with notes of spices that delights us with aromas of blackcurrants and green peppers. A fine, tannic body with notes of liquorice, persistence and a long taste",
wines,Wines,,"Domaine De Sainte Cécile L'opus Cabernet Sauvignon (France) 150 Hints of blackberries, redcurrant, liquorice and laurel in the scent lead to superb, full flavours with notes of pepper, bay leaf and black fruit",
wines,Wines,,"Hints of blackberries, redcurrant, liquorice and laurel in the scent lead to superb, full flavours with notes of pepper, bay leaf and black fruit",
wines,Wines,,"Kumala Reserve Malbec (South Africa) 110 Succulent and plummy, smooth-textured with ripe blackberry flavours and an elegant finish",
wines,Wines,,"Succulent and plummy, smooth-textured with ripe blackberry flavours and an elegant finish",
wines,Wines,,"Barton & Guestier Réserve Merlot (France) 100 A soft but medium-bodied, Old World Merlot that showcases a round palate with a long, smooth and refined finish",
wines,Wines,,"A soft but medium-bodied, Old World Merlot that showcases a round palate with a long, smooth and refined finish",
wines,Wines,,"Perdeberg The Dry Land Collection Tenacious Shiraz (South Africa) 140 The nose is spicy while the palate shows tones of mulberries, cherries and fynbos. The structure is broad with delicate tannins and a fresh aftermath",
wines,Wines,,"The nose is spicy while the palate shows tones of mulberries, cherries and fynbos. The structure is broad with delicate tannins and a fresh aftermath",
wines,Wines,,"Penfolds Koonunga Hill Cabernet Sauvignon (Australia) 200 A bold, full-bodied wine displaying lovely aromatics, excellent structure and great length",
wines,Wines,,"A bold, full-bodied wine displaying lovely aromatics, excellent structure and great length",
wines,Wines,,"KWV Classic Collection Rosé (South Africa) 90 Fruit aromas of strawberries, rose petals and candy floss with hints of violets. The palate is elegant and fresh with an ester character and soft acidity",
wines,Wines,,"Fruit aromas of strawberries, rose petals and candy floss with hints of violets. The palate is elegant and fresh with an ester character and soft acidity",
wines,Wines,,"Nederburg Rosé (South Africa) 90 Sweet and delicate aromas of ripe cherries, strawberries and candy floss with a hint of spice and a refreshing flavour on the palate",
wines,Wines,,"Sweet and delicate aromas of ripe cherries, strawberries and candy floss with a hint of spice and a refreshing flavour on the palate",
wines,Wines,,"Exhib' Cap D'agde Rosé (France) 90 Pale-pink colour. Intense, fresh, beautiful notes of pink grapefruit. Fresh peach and citrus with an elegant, crisp, dry palate; packaged in a special, exhibitionist bottle",
wines,Wines,,"Pale-pink colour. Intense, fresh, beautiful notes of pink grapefruit. Fresh peach and citrus with an elegant, crisp, dry palate; packaged in a special, exhibitionist bottle",
cake,Cake,,"Carrot Cake 1KG - 120, 1.5KG - 170, 2KG - 200",
cake,Cake,,"Chocolate Cake 1KG - 120, 1.5KG - 170, 2KG - 200",
cake,Cake,,"Coconut Cake 1KG - 120, 1.5KG - 170, 2KG - 200",
cake,Cake,,"Fruit Cake 1KG - 140, 1.5KG - 180, 2KG - 220",
cake,Cake,,"Lemon Cake 1KG - 120, 1.5KG - 170, 2KG - 200",
cake,Cake,,"Strawberry Cake 1KG - 120, 1.5KG - 170, 2KG - 200",
cake,Cake,,"Vanilla Cake 1KG - 120, 1.5KG - 170, 2KG - 200",
cake,Cake,,"Vanilla Cheesecake 1KG - 160, 1.5KG - 220, 2KG - 260",
cake,Cake,,"Black Forest Cake 1KG - 120, 1.5KG - 170, 2KG - 200",
cake,Cake,,"White Forest Cake 1KG - 120, 1.5KG - 170, 2KG - 200",
cake,Cake,,"Chocolate Fudge Cake 1KG - 140, 1.5KG - 180, 2KG - 220",
cake,Cake,,"Red Velvet Cake 1KG - 120, 1.5KG - 170, 2KG - 200",
cake,Cake,,"White Chocolate Cake 1KG - 120, 1.5KG - 170, 2KG - 200",
events,Events,,The Hickory Restaurant Presents Cocktail O'clock. Serving up cocktails daily. For reservations call +256 758 809 187. ...,
events,Events,,The Hickory Restaurant Presents the Monthly Chef's Specials. We spend hours creating wonderful new recipes. The best ones become our monthly specials. Be sure to...,
events,Events,,The Hickory Restaurant Presents Cocktail O'clock. Serving up signature cocktails daily. For reservations call +256 758 809 187. ...,
contact,location_info,,"Plot 11 Ngabo Road, Kololo, Kampala, Uganda",
contact,location_info,,+256 758 809 187,
contact,location_info,,info@thehickorykampala.com,
contact,location_info,,www.thehickorykampala.com,
about,restaurant_description,The Hickory Kampala,The Hickory is an upscale restaurant and lounge located in Kololo Kampala Uganda known as The Woody Wine and Dine,
about,restaurant_description,The Hickory Kampala,The Hickory draws inspiration from the hickory tree symbolizing strength competence adventure and a spirit of fortitude,
about,restaurant_description,The Hickory Kampala,The hickory tree was historically used in wagon wheels tool handles and early aircraft construction representing durability and quality,
about,restaurant_description,The Hickory Kampala,The Hickory gained rapid popularity following its opening challenging established high-end establishments in Kampala,
about,restaurant_description,The Hickory Kampala,The restaurant offers international European fusion cuisine with signature dishes and an extensive cocktail and wine selection,
about,restaurant_description,The Hickory Kampala,The Hickory features contemporary stylish ambiance with both indoor and garden seating areas,
about,restaurant_description,The Hickory Kampala,The restaurant provides free Wi-Fi outdoor seating takeaway services and disabled access,
about,restaurant_description,The Hickory Kampala,The Hickory participates in Kampala Restaurant Week with special menus and incentives,
about,restaurant_description,The Hickory Kampala,The Hickory is known for its charming ambiance and garden-like setting particularly beautiful at night,
about,restaurant_description,The Hickory Kampala,Located at Plot 11 Ngabo Road Kololo Kampala Uganda the restaurant operates from 8am to 11pm everyday,
about,restaurant_description,The Hickory Kampala,The Hickory offers reservation services event hosting and catering for special occasions,
about,restaurant_description,The Hickory Kampala,The restaurant features a Monthly Chefs Specials program with rotating specialty dishes,
about,restaurant_description,The Hickory Kampala,Cocktail Oclock is a signature experience at The Hickory featuring their handcrafted cocktail menu,
about,restaurant_description,The Hickory Kampala,The Hickory maintains an active social media presence on Facebook Twitter Instagram and TripAdvisor,
about,restaurant_description,The Hickory Kampala,Contact The Hickory at phone number +256 758 809 187 or email info@thehickorykampala.com,
food,Starters and Soups,Cheese Croquettes,Mixed cheese cubes coated in breadcrumbs and lightly fried served as a vegetarian starter,26
food,Starters and Soups,Avocado Prawns,Base of lettuce prawns and avocado in cocktail sauce a fresh seafood appetizer,36
food,Starters and Soups,Chilli-garlic Prawns,Fresh shrimp pan-fried with chilli and garlic finished with lemon and herbs on toasted bread,36
food,Starters and Soups,Cashew Chicken,Stir-fried chicken with roasted cashew nuts in brown-garlic sauce an Asian-inspired starter,34
food,Starters and Soups,Barbeque Beef Meatballs,Ground beef with garlic coriander and onions baked and coated in barbeque sauce,35
food,Starters and Soups,Pumpkin Soup,Roasted spiced pumpkin soup with celery butter garlic and coriander a vegetarian option,25
food,Starters and Soups,Mongolian Beef Strips,Flank steak tossed in Mongolian sauce and sweet peppers an Asian-inspired appetizer,34
food,Starters and Soups,Hickory Barbeque Chicken Wings,Buffalo chicken wings with Asian condiments and spicy barbeque glaze,35
food,Starters and Soups,Frittura Di Calamari,Deep-fried calamari served with tartar sauce an Italian-style seafood starter,28
food,Starters and Soups,Tempura Prawns,Deep-fried butter-coated prawns with honey-mayonnaise glaze a Japanese-inspired dish,36
food,Starters and Soups,Bacon-wrapped Steak Bites,Beef fillet cubes wrapped in bacon baked and served with salad,30
food,Starters and Soups,Fresh Soup of The Day,Daily freshly prepared soup ask server for details,23
food,Starters and Soups,Bisquick Chicken Tenders,Crispy chicken breast strips coated in breadcrumbs served with sweet-chilli sauce,32
food,Starters and Soups,Wingstop Garlic-parmesan Wings,Chicken wings with garlic and Parmesan sauce a savoury appetizer,35
food,Salads,Hickory Organic Salad,Cucumber bell peppers olives tomatoes lettuce carrots onions with lemon and vinaigrette a vegetarian option,30
food,Salads,Greek Salad,Lettuce onions cucumber peppers tomatoes olives and feta cheese a classic Mediterranean vegetarian salad,38
food,Salads,Chicken Caesar Salad,Romaine lettuce anchovies croutons grilled chicken breast and Caesar dressing,40
food,Salads,Mixed Sea Food Salad,Salmon shrimp and calamari on lettuce with cherry tomatoes and cucumber,49
food,Salads,Cobb Salad,Grilled chicken breast avocado tomatoes eggs bacon cheddar cheese with shallot vinaigrette,44
food,Salads,Prawn Mango and Avocado Salad,Fresh lettuce tomatoes mango topped with herbed prawns and cocktail dressing,45
food,Curries,Thai Coconut Curry Vegetables,Fresh cilantro basil coriander and coconut milk with steamed vegetables served with rice vegetarian,40
food,Curries,Thai Coconut Curry Beef,Fresh cilantro basil coriander and coconut milk with beef fillet served with steamed rice,47
food,Curries,Thai Coconut Curry Chicken,Fresh cilantro basil coriander and coconut milk with chicken fillet served with steamed rice,49
food,Curries,Thai Coconut Curry Tilapia,Fresh cilantro basil coriander and coconut milk with tilapia fillet served with steamed rice,49
food,Curries,Thai Coconut Curry Salmon,Fresh cilantro basil coriander and coconut milk with salmon fillet served with steamed rice,62
food,Curries,Thai Green Curry Vegetables,Cilantro lemon grass galangal chillies and kaffir lime with steamed vegetables vegetarian,40
food,Curries,Thai Green Curry Beef,Cilantro lemon grass galangal chillies and kaffir lime with beef fillet served with rice,47
food,Curries,Thai Green Curry Chicken,Cilantro lemon grass galangal chillies and kaffir lime with chicken fillet served with rice,49
food,Curries,Thai Green Curry Tilapia,Cilantro lemon grass galangal chillies and kaffir lime with tilapia fillet served with rice,49
food,Curries,Thai Green Curry Salmon,Cilantro lemon grass galangal chillies and kaffir lime with salmon fillet served with rice,62
food,Curries,Thai Chilli-Basil Curry Vegetables,Garlic sweet peppers onions and basil with steamed vegetables vegetarian,40
food,Curries,Thai Chilli-Basil Curry Beef,Garlic sweet peppers onions and basil with beef fillet served with steamed rice,47
food,Curries,Thai Chilli-Basil Curry Chicken,Garlic sweet peppers onions and basil with chicken fillet served with steamed rice,49
food,Curries,Goat Curry,Boneless goat leg cubes in traditional curry sauce served with steamed rice a local favourite,50
food,Burgers,Classic Chicken Burger,Grilled free-range chicken patty with lettuce cheese onions tomatoes mayonnaise served with chips and salad,49
food,Burgers,Hickory Inspirational Beef Burger,Grilled beef patty with lettuce cheese onions tomatoes mayonnaise served with crispy chips and garden salad,49
food,Burgers,Lake Victoria Fish Burger,Crumbed tilapia fillet with tomatoes onion rings lettuce and Thousand Island dressing served with chips,47
food,Burgers,Vegetable Burger,Organic vegetables with caramelised French onions a vegetarian burger served with chips and salad,43
food,Burgers,Gourmet Italian Burger,Ground beef and pork blend with mozzarella cheese basil and marinara sauce served with chips,55
food,Butchers Choice,Beef Fillet Steak,Organic beef fillet with steamed vegetables and choice of Bearnaise mushroom peppercorn or Arrabbiata sauce with parsley potatoes,53
food,Butchers Choice,T-Bone Steak,500g marinated with thyme and garlic grilled and served with peppercorn sauce and potato wedges,70
food,Butchers Choice,Beef Fillet Steak In Gorgonzola Sauce,Grilled beef fillet with creamy gorgonzola sauce crispy bacon and grilled onion rings with lyonnaise potatoes,56
food,Butchers Choice,Bacon-Wrapped Beef Filet,Beef fillet wrapped in bacon stuffed with cheese and mushrooms served with creamy spinach mushroom sauce and lyonnaise potatoes,55
